record_id,year,country,region,income_group,population_million,healthcare_index,pathogen,pathogen_type,gram_status,who_priority,natural_reservoir,setting,specimen_type,isolates_tested,resistant_isolates,susceptible_isolates,resistance_rate,mdr,xdr,pan_resistant,antibiotic_use_ddd,incidence_per_100k,mortality_per_100k,amr_attributable_mortality_per_100k,treatment_options_remaining,economic_burden_per_patient_usd,surveillance_quality_score,one_health_link
AMR0000118,2010,France,Western Europe,High,68,85,Plasmodium falciparum,Parasite,N/A,Critical,Anopheles mosquito,Community,Urine,100,27,73,0.2753,1,0,0,36.1,13.49,3.177,0.3544,5,31840,3,0
AMR0000119,2010,France,Western Europe,High,68,85,Plasmodium vivax,Parasite,N/A,High,Anopheles mosquito,Community,Stool/Rectal,69,14,55,0.2043,1,0,0,22.58,9.6,1.814,0.1243,6,42800,4,0
AMR0000120,2010,France,Western Europe,High,68,85,HIV-1 (ARV-resistant),Virus,N/A,High,Human blood/sexual,Hospital-ICU,Catheter tip,182,27,155,0.149,1,0,0,22.25,13.47,2.551,0.114,5,20446,4,0
AMR0000121,2010,France,Western Europe,High,68,85,Influenza A (Oseltamivir-R),Virus,N/A,Medium,Human/Animal resp.,Community,Bone/Joint,153,14,139,0.0933,0,0,0,34.86,22.77,2.126,0.069,5,32252,4,0
AMR0000122,2010,France,Western Europe,High,68,85,Hepatitis B (nucleoside-R),Virus,N/A,Medium,Human blood/sexual,Community,Blood,148,15,133,0.104,1,0,0,26.53,16.67,1.011,0.0404,2,58139,3,0
AMR0000123,2010,France,Western Europe,High,68,85,Nontuberculous Mycobacteria,Bacteria,AFB,Medium,Water/Soil,Hospital-non-ICU,Respiratory,597,73,524,0.1239,0,1,0,36.16,41.09,2.493,0.0891,13,36725,2,1
AMR0000124,2010,France,Western Europe,High,68,85,Enterobacter cloacae,Bacteria,Gram-negative,High,Human/Animal gut,Long-term Care,Catheter tip,344,54,290,0.159,0,0,0,32.2,13.41,1.899,0.0892,5,49541,2,1
AMR0000125,2010,France,Western Europe,High,68,85,Stenotrophomonas maltophilia,Bacteria,Gram-negative,Medium,Water/Hospitals,Community,Bone/Joint,253,23,230,0.0948,0,0,0,26.46,27.17,2.553,0.0747,8,19015,5,0
AMR0000126,2010,Italy,Western Europe,High,59,82,Escherichia coli (ESBL),Bacteria,Gram-negative,Critical,Human/Animal gut,Veterinary,Sputum,264,57,207,0.2177,1,0,0,24.29,10.4,2.617,0.2205,2,17185,3,1
AMR0000127,2010,Italy,Western Europe,High,59,82,Klebsiella pneumoniae (CRE),Bacteria,Gram-negative,Critical,Human gut/environment,Community,Bone/Joint,68,20,48,0.3016,0,0,0,19.83,10.44,3.564,0.4202,3,45594,3,0
AMR0000128,2010,Italy,Western Europe,High,59,82,Acinetobacter baumannii,Bacteria,Gram-negative,Critical,Environment/Hospitals,Community,Respiratory,652,123,529,0.1899,1,0,0,33.72,5.22,2.004,0.1539,4,45932,4,0
AMR0000129,2010,Italy,Western Europe,High,59,82,Pseudomonas aeruginosa,Bacteria,Gram-negative,Critical,Environment/Hospitals,Veterinary,CSF,462,109,353,0.238,0,0,0,32.1,8.35,2.615,0.2561,3,27869,4,0
AMR0000130,2010,Italy,Western Europe,High,59,82,Enterococcus faecium (VRE),Bacteria,Gram-positive,High,Human gut,Hospital-ICU,CSF,247,36,211,0.1458,1,0,0,21.87,23.17,4.011,0.217,5,35920,3,0
AMR0000131,2010,Italy,Western Europe,High,59,82,Staphylococcus aureus (MRSA),Bacteria,Gram-positive,High,Human skin/nose,Hospital-ICU,Stool/Rectal,277,59,218,0.214,0,0,0,25.81,18.03,3.696,0.253,3,42475,3,0
AMR0000132,2010,Italy,Western Europe,High,59,82,Streptococcus pneumoniae,Bacteria,Gram-positive,High,Human respiratory,Veterinary,Stool/Rectal,801,139,662,0.1744,0,1,0,24.55,17.17,2.462,0.1612,2,25257,4,0
AMR0000133,2010,Italy,Western Europe,High,59,82,Helicobacter pylori,Bacteria,Gram-negative,High,Human stomach,Community,Blood,248,51,197,0.2075,1,0,0,19.33,10.26,1.525,0.0949,4,27625,3,0
AMR0000134,2010,Italy,Western Europe,High,59,82,Salmonella spp. (NTS),Bacteria,Gram-negative,High,Animal/Human gut,Long-term Care,Stool/Rectal,722,130,592,0.1806,1,0,0,24.66,10.16,2.133,0.1596,5,21418,5,1
AMR0000135,2010,Italy,Western Europe,High,59,82,Neisseria gonorrhoeae,Bacteria,Gram-negative,High,Human urogenital,Community,Respiratory,112,19,93,0.1712,0,0,0,20.01,20.86,2.567,0.1601,3,22313,4,0
AMR0000136,2010,Italy,Western Europe,High,59,82,Mycobacterium tuberculosis,Bacteria,AFB,Critical,Human lung,Community,Sputum,489,148,341,0.303,0,1,0,32.88,7.37,2.635,0.3104,3,54601,4,0
AMR0000137,2010,Italy,Western Europe,High,59,82,Clostridioides difficile,Bacteria,Gram-positive,Medium,Human gut/spores,Hospital-non-ICU,Bone/Joint,212,27,185,0.1281,1,0,0,28.91,23.78,2.187,0.0869,3,25535,5,0
AMR0000138,2010,Italy,Western Europe,High,59,82,Campylobacter spp.,Bacteria,Gram-negative,High,Animal gut/poultry,Hospital-non-ICU,Bone/Joint,278,60,218,0.218,0,0,0,26.46,12.54,2.089,0.1446,3,20760,3,1
AMR0000139,2010,Italy,Western Europe,High,59,82,Shigella spp.,Bacteria,Gram-negative,Medium,Human gut,Community,Stool/Rectal,630,58,572,0.0933,0,0,0,31.82,32.16,3.068,0.1101,6,37675,4,0
AMR0000140,2010,Italy,Western Europe,High,59,82,Haemophilus influenzae,Bacteria,Gram-negative,Medium,Human respiratory,Community,Stool/Rectal,614,75,539,0.1236,0,0,0,20.33,20.26,1.565,0.0659,3,32448,4,0
AMR0000141,2010,Italy,Western Europe,High,59,82,Candida auris,Fungi,N/A,Critical,Environment/Hospitals,Community,Urine,160,32,128,0.2036,0,0,0,23.0,12.16,4.323,0.3549,5,21541,3,0
AMR0000142,2010,Italy,Western Europe,High,59,82,Aspergillus fumigatus,Fungi,N/A,High,Environment/Soil,Veterinary,CSF,265,58,207,0.2202,0,1,0,21.51,12.58,2.593,0.2202,3,36830,3,1
AMR0000143,2010,Italy,Western Europe,High,59,82,Plasmodium falciparum,Parasite,N/A,Critical,Anopheles mosquito,Hospital-ICU,Blood,107,23,84,0.2236,0,0,0,31.0,7.31,1.654,0.1335,6,27562,5,0
AMR0000144,2010,Italy,Western Europe,High,59,82,Plasmodium vivax,Parasite,N/A,High,Anopheles mosquito,Community,Catheter tip,162,24,138,0.1523,0,0,0,34.22,27.22,3.49,0.2052,0,53675,5,0
AMR0000145,2010,Italy,Western Europe,High,59,82,HIV-1 (ARV-resistant),Virus,N/A,High,Human blood/sexual,Hospital-ICU,Urine,593,120,473,0.2029,1,0,0,28.76,19.88,3.632,0.2688,3,28208,4,0
AMR0000146,2010,Italy,Western Europe,High,59,82,Influenza A (Oseltamivir-R),Virus,N/A,Medium,Human/Animal resp.,Hospital-ICU,Blood,409,53,356,0.1309,0,0,0,32.82,21.11,2.008,0.0775,3,86865,3,0
AMR0000147,2010,Italy,Western Europe,High,59,82,Hepatitis B (nucleoside-R),Virus,N/A,Medium,Human blood/sexual,Community,Blood,440,45,395,0.1038,0,0,0,30.75,39.94,2.758,0.087,9,44121,4,0
AMR0000148,2010,Italy,Western Europe,High,59,82,Nontuberculous Mycobacteria,Bacteria,AFB,Medium,Water/Soil,Veterinary,Genital,302,28,274,0.0944,1,0,0,30.15,39.13,2.912,0.1,4,30147,4,1
AMR0000149,2010,Italy,Western Europe,High,59,82,Enterobacter cloacae,Bacteria,Gram-negative,High,Human/Animal gut,Community,Stool/Rectal,267,54,213,0.2027,0,1,0,19.33,16.22,2.387,0.1795,4,21300,3,1
AMR0000150,2010,Italy,Western Europe,High,59,82,Stenotrophomonas maltophilia,Bacteria,Gram-negative,Medium,Water/Hospitals,Hospital-non-ICU,Catheter tip,263,26,237,0.0991,0,0,0,21.82,22.0,1.689,0.067,6,35614,4,0
AMR0000151,2010,Spain,Western Europe,High,47,83,Escherichia coli (ESBL),Bacteria,Gram-negative,Critical,Human/Animal gut,Hospital-non-ICU,CSF,434,89,345,0.2061,0,0,0,25.76,10.52,2.248,0.1375,2,7620,3,1
AMR0000152,2010,Spain,Western Europe,High,47,83,Klebsiella pneumoniae (CRE),Bacteria,Gram-negative,Critical,Human gut/environment,Veterinary,Stool/Rectal,1504,368,1136,0.2452,0,0,0,18.66,11.0,4.075,0.4168,4,18505,3,0
AMR0000153,2010,Spain,Western Europe,High,47,83,Acinetobacter baumannii,Bacteria,Gram-negative,Critical,Environment/Hospitals,Long-term Care,Wound/Skin,159,39,120,0.2492,0,0,0,25.26,12.8,3.979,0.3864,8,23592,3,0
AMR0000154,2010,Spain,Western Europe,High,47,83,Pseudomonas aeruginosa,Bacteria,Gram-negative,Critical,Environment/Hospitals,Long-term Care,Blood,481,135,346,0.2809,1,0,0,22.65,9.95,2.717,0.2384,5,19444,5,0
AMR0000155,2010,Spain,Western Europe,High,47,83,Enterococcus faecium (VRE),Bacteria,Gram-positive,High,Human gut,Community,Blood,402,83,319,0.2069,0,0,0,33.32,16.6,2.624,0.2023,5,30567,3,0
AMR0000156,2010,Spain,Western Europe,High,47,83,Staphylococcus aureus (MRSA),Bacteria,Gram-positive,High,Human skin/nose,Hospital-non-ICU,Catheter tip,351,72,279,0.2069,0,0,0,32.78,10.02,1.467,0.1223,4,13414,3,0
AMR0000157,2010,Spain,Western Europe,High,47,83,Streptococcus pneumoniae,Bacteria,Gram-positive,High,Human respiratory,Community,Sputum,267,58,209,0.2173,0,0,0,23.88,16.99,2.156,0.1526,1,39240,4,0
AMR0000158,2010,Spain,Western Europe,High,47,83,Helicobacter pylori,Bacteria,Gram-negative,High,Human stomach,Hospital-ICU,Urine,203,42,161,0.2108,1,0,0,33.43,15.1,2.961,0.2297,0,62945,4,0
AMR0000159,2010,Spain,Western Europe,High,47,83,Salmonella spp. (NTS),Bacteria,Gram-negative,High,Animal/Human gut,Long-term Care,Catheter tip,601,81,520,0.1359,0,0,0,28.86,10.82,2.189,0.1135,2,29252,3,1
AMR0000160,2010,Spain,Western Europe,High,47,83,Neisseria gonorrhoeae,Bacteria,Gram-negative,High,Human urogenital,Hospital-non-ICU,Sputum,262,44,218,0.1692,1,1,0,26.98,16.2,3.062,0.2081,3,55718,4,0
AMR0000161,2010,Spain,Western Europe,High,47,83,Mycobacterium tuberculosis,Bacteria,AFB,Critical,Human lung,Hospital-non-ICU,Sputum,162,49,113,0.305,0,1,0,25.02,10.14,3.156,0.4012,3,38500,2,0
AMR0000162,2010,Spain,Western Europe,High,47,83,Clostridioides difficile,Bacteria,Gram-positive,Medium,Human gut/spores,Community,Bone/Joint,95,10,85,0.1092,0,0,0,22.67,30.04,2.81,0.1074,5,138397,4,0
AMR0000163,2010,Spain,Western Europe,High,47,83,Campylobacter spp.,Bacteria,Gram-negative,High,Animal gut/poultry,Veterinary,Blood,432,71,361,0.1647,0,0,0,25.37,16.11,3.002,0.1561,1,32994,4,1
AMR0000164,2010,Spain,Western Europe,High,47,83,Shigella spp.,Bacteria,Gram-negative,Medium,Human gut,Hospital-non-ICU,Respiratory,290,26,264,0.0923,0,0,0,25.56,14.15,1.119,0.0385,7,22044,3,0
AMR0000165,2010,Spain,Western Europe,High,47,83,Haemophilus influenzae,Bacteria,Gram-negative,Medium,Human respiratory,Hospital-non-ICU,Catheter tip,158,22,136,0.1396,1,0,0,22.71,19.99,1.349,0.0747,5,53245,4,0
AMR0000166,2010,Spain,Western Europe,High,47,83,Candida auris,Fungi,N/A,Critical,Environment/Hospitals,Hospital-non-ICU,Stool/Rectal,145,37,108,0.2568,1,0,0,23.58,6.01,1.945,0.1502,3,18266,4,0
AMR0000167,2010,Spain,Western Europe,High,47,83,Aspergillus fumigatus,Fungi,N/A,High,Environment/Soil,Veterinary,Stool/Rectal,375,82,293,0.2206,0,0,0,32.75,11.94,1.914,0.1444,3,27702,3,1
AMR0000168,2010,Spain,Western Europe,High,47,83,Plasmodium falciparum,Parasite,N/A,Critical,Anopheles mosquito,Community,Urine,540,143,397,0.2655,1,0,0,27.24,9.91,2.796,0.2801,4,25851,3,0
AMR0000169,2010,Spain,Western Europe,High,47,83,Plasmodium vivax,Parasite,N/A,High,Anopheles mosquito,Hospital-non-ICU,Wound/Skin,168,23,145,0.1406,1,0,0,21.33,19.66,3.537,0.1789,5,27149,4,0
AMR0000170,2010,Spain,Western Europe,High,47,83,HIV-1 (ARV-resistant),Virus,N/A,High,Human blood/sexual,Veterinary,Stool/Rectal,764,170,594,0.2234,0,0,0,28.71,20.21,3.084,0.2167,2,36806,3,0
AMR0000171,2010,Spain,Western Europe,High,47,83,Influenza A (Oseltamivir-R),Virus,N/A,Medium,Human/Animal resp.,Veterinary,Urine,88,12,76,0.1477,1,0,0,28.34,21.67,1.787,0.0918,8,33975,3,0
AMR0000172,2010,Spain,Western Europe,High,47,83,Hepatitis B (nucleoside-R),Virus,N/A,Medium,Human blood/sexual,Community,Wound/Skin,127,12,115,0.0962,0,0,0,20.67,14.74,1.282,0.0506,5,13994,1,0
AMR0000173,2010,Spain,Western Europe,High,47,83,Nontuberculous Mycobacteria,Bacteria,AFB,Medium,Water/Soil,Hospital-ICU,CSF,791,108,683,0.1368,1,1,0,22.56,39.25,3.964,0.2242,8,33553,4,1
AMR0000174,2010,Spain,Western Europe,High,47,83,Enterobacter cloacae,Bacteria,Gram-negative,High,Human/Animal gut,Hospital-ICU,Wound/Skin,117,16,101,0.1448,0,0,0,22.87,16.25,3.111,0.1468,5,38253,3,1
AMR0000175,2010,Spain,Western Europe,High,47,83,Stenotrophomonas maltophilia,Bacteria,Gram-negative,Medium,Water/Hospitals,Community,Urine,658,88,570,0.1349,1,0,0,27.67,12.96,1.078,0.0602,5,47419,4,0
AMR0000176,2010,Netherlands,Western Europe,High,18,87,Escherichia coli (ESBL),Bacteria,Gram-negative,Critical,Human/Animal gut,Veterinary,CSF,49,15,34,0.3067,0,0,0,12.08,9.19,3.085,0.2795,3,45423,4,1
AMR0000177,2010,Netherlands,Western Europe,High,18,87,Klebsiella pneumoniae (CRE),Bacteria,Gram-negative,Critical,Human gut/environment,Hospital-non-ICU,Wound/Skin,206,48,158,0.2346,0,0,0,7.85,14.34,3.152,0.2251,8,51240,4,0
AMR0000178,2010,Netherlands,Western Europe,High,18,87,Acinetobacter baumannii,Bacteria,Gram-negative,Critical,Environment/Hospitals,Hospital-non-ICU,Urine,127,32,95,0.2547,1,0,0,11.4,13.22,4.358,0.4008,6,24802,2,0
AMR0000179,2010,Netherlands,Western Europe,High,18,87,Pseudomonas aeruginosa,Bacteria,Gram-negative,Critical,Environment/Hospitals,Veterinary,Respiratory,379,100,279,0.2664,0,0,0,10.39,11.47,3.054,0.2689,3,31320,3,0
AMR0000180,2010,Netherlands,Western Europe,High,18,87,Enterococcus faecium (VRE),Bacteria,Gram-positive,High,Human gut,Hospital-non-ICU,Catheter tip,290,58,232,0.2011,0,0,0,12.08,15.62,2.082,0.1483,5,55880,4,0
AMR0000181,2010,Netherlands,Western Europe,High,18,87,Staphylococcus aureus (MRSA),Bacteria,Gram-positive,High,Human skin/nose,Hospital-ICU,Bone/Joint,325,61,264,0.1886,0,0,0,13.81,8.14,1.265,0.0991,3,29790,3,0
AMR0000182,2010,Netherlands,Western Europe,High,18,87,Streptococcus pneumoniae,Bacteria,Gram-positive,High,Human respiratory,Long-term Care,Genital,223,46,177,0.2089,0,0,0,13.82,11.39,1.496,0.098,3,53114,4,0
AMR0000183,2010,Netherlands,Western Europe,High,18,87,Helicobacter pylori,Bacteria,Gram-negative,High,Human stomach,Hospital-ICU,Genital,60,13,47,0.217,0,0,0,9.57,8.25,1.051,0.0787,3,32124,4,0
AMR0000184,2010,Netherlands,Western Europe,High,18,87,Salmonella spp. (NTS),Bacteria,Gram-negative,High,Animal/Human gut,Long-term Care,Blood,62,12,50,0.1994,0,0,0,10.33,21.83,4.038,0.2963,7,45801,4,1
AMR0000185,2010,Netherlands,Western Europe,High,18,87,Neisseria gonorrhoeae,Bacteria,Gram-negative,High,Human urogenital,Long-term Care,Respiratory,157,26,131,0.1697,0,1,0,11.65,25.78,4.501,0.2809,5,19981,3,0
AMR0000186,2010,Netherlands,Western Europe,High,18,87,Mycobacterium tuberculosis,Bacteria,AFB,Critical,Human lung,Hospital-ICU,Bone/Joint,668,186,482,0.2797,0,0,0,7.91,14.62,3.463,0.3482,7,73705,5,0
AMR0000187,2010,Netherlands,Western Europe,High,18,87,Clostridioides difficile,Bacteria,Gram-positive,Medium,Human gut/spores,Long-term Care,Catheter tip,231,22,209,0.0985,0,0,0,11.86,25.24,2.466,0.0806,4,27865,4,0
AMR0000188,2010,Netherlands,Western Europe,High,18,87,Campylobacter spp.,Bacteria,Gram-negative,High,Animal gut/poultry,Community,Urine,360,65,295,0.1827,1,0,0,8.18,14.67,1.663,0.0886,1,57381,3,1
AMR0000189,2010,Netherlands,Western Europe,High,18,87,Shigella spp.,Bacteria,Gram-negative,Medium,Human gut,Hospital-non-ICU,CSF,687,64,623,0.0936,0,0,0,8.76,19.2,1.344,0.0389,4,26621,4,0
AMR0000190,2010,Netherlands,Western Europe,High,18,87,Haemophilus influenzae,Bacteria,Gram-negative,Medium,Human respiratory,Long-term Care,Genital,440,62,378,0.1424,0,0,0,13.9,30.9,1.723,0.0698,4,48767,4,0
AMR0000191,2010,Netherlands,Western Europe,High,18,87,Candida auris,Fungi,N/A,Critical,Environment/Hospitals,Community,Urine,564,138,426,0.2458,1,0,0,10.44,14.76,5.099,0.5,6,37041,3,0
AMR0000192,2010,Netherlands,Western Europe,High,18,87,Aspergillus fumigatus,Fungi,N/A,High,Environment/Soil,Veterinary,CSF,404,68,336,0.1703,0,0,0,13.14,31.21,4.907,0.3004,2,8401,4,1
AMR0000193,2010,Netherlands,Western Europe,High,18,87,Plasmodium falciparum,Parasite,N/A,Critical,Anopheles mosquito,Long-term Care,Bone/Joint,126,31,95,0.2527,0,0,0,11.1,7.91,1.707,0.1388,6,34833,5,0
AMR0000194,2010,Netherlands,Western Europe,High,18,87,Plasmodium vivax,Parasite,N/A,High,Anopheles mosquito,Community,Blood,332,53,279,0.1622,0,0,0,12.22,7.14,1.028,0.0668,3,33400,4,0
AMR0000195,2010,Netherlands,Western Europe,High,18,87,HIV-1 (ARV-resistant),Virus,N/A,High,Human blood/sexual,Community,Bone/Joint,416,74,342,0.1793,0,0,0,12.46,17.7,3.319,0.1778,5,26518,5,0
AMR0000196,2010,Netherlands,Western Europe,High,18,87,Influenza A (Oseltamivir-R),Virus,N/A,Medium,Human/Animal resp.,Long-term Care,Stool/Rectal,89,12,77,0.1422,0,1,0,11.05,14.4,1.101,0.0569,1,44962,5,0
AMR0000197,2010,Netherlands,Western Europe,High,18,87,Hepatitis B (nucleoside-R),Virus,N/A,Medium,Human blood/sexual,Hospital-ICU,Sputum,1607,220,1387,0.1374,0,0,0,13.65,39.91,3.304,0.1341,4,62882,3,0
AMR0000198,2010,Netherlands,Western Europe,High,18,87,Nontuberculous Mycobacteria,Bacteria,AFB,Medium,Water/Soil,Long-term Care,Catheter tip,91,11,80,0.1317,0,0,0,12.02,29.78,2.816,0.1232,2,24670,4,1
AMR0000199,2010,Netherlands,Western Europe,High,18,87,Enterobacter cloacae,Bacteria,Gram-negative,High,Human/Animal gut,Hospital-non-ICU,Wound/Skin,551,93,458,0.1689,0,0,0,13.1,19.68,2.498,0.1389,6,50248,3,1
AMR0000200,2010,Netherlands,Western Europe,High,18,87,Stenotrophomonas maltophilia,Bacteria,Gram-negative,Medium,Water/Hospitals,Community,Catheter tip,324,42,282,0.1322,0,0,0,9.17,27.09,2.492,0.1178,7,30905,3,0
AMR0000201,2010,Sweden,Western Europe,High,10,88,Escherichia coli (ESBL),Bacteria,Gram-negative,Critical,Human/Animal gut,Community,Catheter tip,443,131,312,0.2972,0,0,0,16.31,5.69,1.637,0.1788,5,15464,2,1
AMR0000202,2010,Sweden,Western Europe,High,10,88,Klebsiella pneumoniae (CRE),Bacteria,Gram-negative,Critical,Human gut/environment,Community,Respiratory,720,215,505,0.2994,1,0,0,16.81,5.57,1.717,0.1791,6,36142,4,0
AMR0000203,2010,Sweden,Western Europe,High,10,88,Acinetobacter baumannii,Bacteria,Gram-negative,Critical,Environment/Hospitals,Hospital-non-ICU,Respiratory,163,41,122,0.2523,1,0,0,12.14,10.09,2.959,0.2878,2,36102,5,0
AMR0000204,2010,Sweden,Western Europe,High,10,88,Pseudomonas aeruginosa,Bacteria,Gram-negative,Critical,Environment/Hospitals,Community,CSF,185,42,143,0.2274,1,0,0,15.06,16.11,4.051,0.2719,6,11440,3,0
AMR0000205,2010,Sweden,Western Europe,High,10,88,Enterococcus faecium (VRE),Bacteria,Gram-positive,High,Human gut,Community,Urine,431,93,338,0.2176,0,0,0,14.41,34.52,5.624,0.492,1,29842,4,0
AMR0000206,2010,Sweden,Western Europe,High,10,88,Staphylococcus aureus (MRSA),Bacteria,Gram-positive,High,Human skin/nose,Hospital-ICU,Bone/Joint,932,141,791,0.1518,0,1,0,13.95,8.53,1.65,0.0959,5,47787,2,0
AMR0000207,2010,Sweden,Western Europe,High,10,88,Streptococcus pneumoniae,Bacteria,Gram-positive,High,Human respiratory,Community,Wound/Skin,162,33,129,0.2095,0,0,0,10.72,13.4,2.105,0.1658,6,39421,5,0
AMR0000208,2010,Sweden,Western Europe,High,10,88,Helicobacter pylori,Bacteria,Gram-negative,High,Human stomach,Community,Stool/Rectal,279,45,234,0.1635,0,0,0,12.41,14.56,2.526,0.1485,4,21251,4,0
AMR0000209,2010,Sweden,Western Europe,High,10,88,Salmonella spp. (NTS),Bacteria,Gram-negative,High,Animal/Human gut,Long-term Care,Stool/Rectal,91,16,75,0.18,1,0,0,12.38,7.63,1.103,0.0631,8,56054,5,1
AMR0000210,2010,Sweden,Western Europe,High,10,88,Neisseria gonorrhoeae,Bacteria,Gram-negative,High,Human urogenital,Long-term Care,Sputum,1073,190,883,0.1776,0,0,0,13.26,11.5,2.114,0.1549,4,63178,4,0
AMR0000211,2010,Sweden,Western Europe,High,10,88,Mycobacterium tuberculosis,Bacteria,AFB,Critical,Human lung,Hospital-ICU,Stool/Rectal,150,35,115,0.2345,0,0,0,15.13,6.67,1.978,0.1888,1,58646,2,0
AMR0000212,2010,Sweden,Western Europe,High,10,88,Clostridioides difficile,Bacteria,Gram-positive,Medium,Human gut/spores,Long-term Care,Genital,401,54,347,0.1362,0,0,0,11.16,20.17,1.375,0.071,6,45594,4,0
AMR0000213,2010,Sweden,Western Europe,High,10,88,Campylobacter spp.,Bacteria,Gram-negative,High,Animal gut/poultry,Veterinary,Urine,290,54,236,0.187,1,0,0,14.48,15.5,1.84,0.1041,3,39188,4,1
AMR0000214,2010,Sweden,Western Europe,High,10,88,Shigella spp.,Bacteria,Gram-negative,Medium,Human gut,Hospital-non-ICU,Sputum,907,105,802,0.1162,1,0,0,11.64,25.75,2.088,0.0783,5,39557,5,0
AMR0000215,2010,Sweden,Western Europe,High,10,88,Haemophilus influenzae,Bacteria,Gram-negative,Medium,Human respiratory,Veterinary,Sputum,165,19,146,0.1178,1,1,0,12.53,18.99,1.139,0.0541,4,21689,3,0
AMR0000216,2010,Sweden,Western Europe,High,10,88,Candida auris,Fungi,N/A,Critical,Environment/Hospitals,Veterinary,Bone/Joint,125,38,87,0.3088,0,0,0,16.05,8.31,1.805,0.2006,6,45306,4,0
AMR0000217,2010,Sweden,Western Europe,High,10,88,Aspergillus fumigatus,Fungi,N/A,High,Environment/Soil,Hospital-ICU,Wound/Skin,375,74,301,0.1979,1,0,0,9.95,21.85,3.963,0.2873,3,12616,3,1
AMR0000218,2010,Sweden,Western Europe,High,10,88,Plasmodium falciparum,Parasite,N/A,Critical,Anopheles mosquito,Community,CSF,336,89,247,0.2676,1,0,0,15.37,7.19,1.401,0.1062,5,53670,5,0
AMR0000219,2010,Sweden,Western Europe,High,10,88,Plasmodium vivax,Parasite,N/A,High,Anopheles mosquito,Long-term Care,Urine,448,80,368,0.1789,1,0,0,10.72,16.32,1.709,0.1073,3,52923,4,0
AMR0000220,2010,Sweden,Western Europe,High,10,88,HIV-1 (ARV-resistant),Virus,N/A,High,Human blood/sexual,Community,Stool/Rectal,119,23,96,0.1937,0,0,0,11.4,20.38,3.082,0.2031,5,23459,3,0
AMR0000221,2010,Sweden,Western Europe,High,10,88,Influenza A (Oseltamivir-R),Virus,N/A,Medium,Human/Animal resp.,Hospital-non-ICU,Sputum,57,5,52,0.1001,0,0,0,16.32,21.37,1.582,0.054,5,28032,4,0
AMR0000222,2010,Sweden,Western Europe,High,10,88,Hepatitis B (nucleoside-R),Virus,N/A,Medium,Human blood/sexual,Hospital-ICU,Bone/Joint,170,15,155,0.0926,1,0,0,15.91,14.42,0.811,0.0262,6,10353,4,0
AMR0000223,2010,Sweden,Western Europe,High,10,88,Nontuberculous Mycobacteria,Bacteria,AFB,Medium,Water/Soil,Hospital-ICU,Sputum,325,33,292,0.1018,0,0,0,14.23,26.51,1.959,0.083,3,36040,5,1
AMR0000224,2010,Sweden,Western Europe,High,10,88,Enterobacter cloacae,Bacteria,Gram-negative,High,Human/Animal gut,Long-term Care,Bone/Joint,237,35,202,0.1487,1,0,0,10.37,18.48,3.177,0.1768,4,45006,3,1
