mission_id,launch_date,year,decade,country,rocket_name,rocket_operator,rocket_height_m,rocket_payload_leo_kg,rocket_reusable,rocket_status,launch_site,launch_site_country,launch_site_lat,launch_site_lon,mission_type,orbit_type,destination,payload_mass_kg,num_payloads,launch_mass_tonnes,apoapsis_km,periapsis_km,inclination_deg,outcome,mission_duration_days,crew_size,booster_recovered,estimated_cost_million_usd
M000108,1964-02-14,1964,1960s,United States,Vulcan Centaur,ULA,61,27200,0,Active,Cape Canaveral LC-40,USA,28.56,-80.58,Science/Astronomy,LEO,Earth Orbit,1981,1,68.6,431.0,262.0,43.5,Success,,0,0,72.6
M000109,1964-06-22,1964,1960s,United States,Space Shuttle,NASA,56,27500,1,Retired,Cape Canaveral LC-40,USA,28.56,-80.58,Military/Reconnaissance,LEO,LEO,8940,1,411.2,451.0,365.0,55.5,Success,,0,0,71.2
M000110,1964-10-17,1964,1960s,Soviet Union,Vostok,OKB-1,38,4730,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Weather/Meteorology,GEO,GEO,4730,1,161.2,35786.0,35600.0,0.0,Success,,0,0,143.5
M000111,1964-07-21,1964,1960s,Soviet Union,Soyuz-U,TsSKB-Progress,46,7080,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Weather/Meteorology,LEO,LEO,1800,1,94.6,413.0,364.0,52.3,Success,,0,0,189.3
M000112,1964-05-14,1964,1960s,Soviet Union,Vostok,OKB-1,38,4730,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Military/Reconnaissance,SSO,SSO,1113,1,39.2,694.0,666.0,98.9,Success,,0,0,168.4
M000113,1964-09-23,1964,1960s,United States,Saturn V,NASA,111,140000,0,Retired,Vandenberg SLC-4,USA,34.74,-120.57,Science/Astronomy,LEO,HEO,2973,1,163.2,597.0,317.0,45.6,Success,,0,0,185.0
M000114,1964-02-07,1964,1960s,Soviet Union,Soyuz-U,TsSKB-Progress,46,7080,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Human Spaceflight,ISS Docking,ISS,7080,1,180.5,366.0,252.0,51.8,Success,3.0,3,0,94.4
M000115,1964-04-19,1964,1960s,United States,Starship,SpaceX,120,150000,1,Active,Vandenberg SLC-4,USA,34.74,-120.57,Science/Astronomy,LEO,Earth Orbit,2786,1,156.1,623.0,459.0,40.0,Success,,0,0,44.8
M000116,1964-09-02,1964,1960s,United States,Titan II,USAF,31,3175,0,Retired,Blue Origin Launch Site One,USA,31.42,-104.76,Military/Reconnaissance,LEO,LEO,3175,1,138.2,384.0,287.0,95.7,Launch Failure,,0,0,181.3
M000117,1965-06-12,1965,1960s,Soviet Union,Sputnik/R-7,OKB-1,28,500,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Military/Reconnaissance,SSO,SSO,500,1,20.5,684.0,655.0,98.6,Success,,0,0,153.5
M000118,1965-01-09,1965,1960s,Soviet Union,Sputnik/R-7,OKB-1,28,500,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Science/Astronomy,LEO,HEO,500,1,19.3,630.0,392.0,96.7,Success,,0,0,95.0
M000119,1965-03-15,1965,1960s,United States,Starship,SpaceX,120,150000,1,Active,Cape Canaveral LC-40,USA,28.56,-80.58,Human Spaceflight,Lunar Transfer,Moon Surface,3557,1,101.2,,,70.1,Success,90.0,3,0,32.9
M000120,1965-03-08,1965,1960s,United States,Atlas V,ULA,59,18850,0,Retired,Cape Canaveral LC-39A,USA,28.61,-80.6,Communications/Telecom,GEO,GEO,7164,1,223.5,35786.0,35679.0,0.0,Success,,0,0,322.0
M000121,1965-05-03,1965,1960s,United States,Saturn V,NASA,111,140000,0,Retired,Kennedy Space Center LC-39B,USA,28.62,-80.62,Weather/Meteorology,LEO,LEO,2254,1,65.6,607.0,257.0,48.9,Success,,0,0,185.0
M000122,1965-03-12,1965,1960s,Soviet Union,Soyuz-U,TsSKB-Progress,46,7080,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Technology Demo,LEO,LEO,7080,1,344.7,366.0,254.0,35.7,Success,,0,0,113.0
M000123,1965-07-15,1965,1960s,Soviet Union,Vostok,OKB-1,38,4730,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Human Spaceflight,Lunar Transfer,Lunar Orbit,4730,1,249.6,,,24.5,Success,3.0,3,0,116.7
M000124,1965-01-27,1965,1960s,Soviet Union,Sputnik/R-7,OKB-1,28,500,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Science/Astronomy,LEO,HEO,500,1,13.2,633.0,339.0,50.5,Success,,0,0,61.3
M000125,1965-11-16,1965,1960s,United States,Falcon Heavy,SpaceX,70,63800,1,Active,Cape Canaveral LC-40,USA,28.56,-80.58,Military/Reconnaissance,GEO,GEO,1727,1,64.1,35786.0,35702.0,0.0,Launch Failure,,0,0,140.7
M000126,1965-06-14,1965,1960s,United States,Delta IV Heavy,ULA,72,28790,0,Retired,Kennedy Space Center LC-39B,USA,28.62,-80.62,Science/Astronomy,LEO,L2 Halo,2432,1,68.6,481.0,289.0,64.4,Success,,0,0,259.7
M000127,1965-07-05,1965,1960s,United States,Falcon 9,SpaceX,70,22800,1,Active,Kennedy Space Center LC-39B,USA,28.62,-80.62,Science/Astronomy,LEO,HEO,1016,1,38.1,606.0,515.0,42.6,Success,,0,0,69.5
M000128,1965-07-23,1965,1960s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Science/Astronomy,LEO,L2 Halo,1065,1,47.8,420.0,368.0,48.9,Success,,0,0,99.9
M000129,1965-04-14,1965,1960s,United States,Delta II,Boeing/ULA,39,6100,0,Retired,Cape Canaveral LC-39A,USA,28.61,-80.6,Weather/Meteorology,GEO,GEO,2121,1,107.6,35786.0,35610.0,0.0,Launch Failure,,0,0,168.8
M000130,1965-07-04,1965,1960s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Science/Astronomy,LEO,LEO,3713,1,137.1,557.0,376.0,69.9,Launch Failure,,0,0,163.3
M000131,1965-07-02,1965,1960s,United States,Atlas V,ULA,59,18850,0,Retired,Blue Origin Launch Site One,USA,31.42,-104.76,Science/Astronomy,LEO,Earth Orbit,1694,1,46.3,371.0,253.0,94.9,Success,,0,0,196.9
M000132,1965-08-28,1965,1960s,Soviet Union,Soyuz-U,TsSKB-Progress,46,7080,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Human Spaceflight,LEO,LEO,7080,1,208.7,501.0,255.0,29.2,Success,14.0,6,0,68.0
M000133,1965-08-25,1965,1960s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Science/Astronomy,LEO,HEO,3364,1,195.6,477.0,456.0,45.1,Success,,0,0,147.6
M000134,1965-02-09,1965,1960s,Soviet Union,Vostok,OKB-1,38,4730,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Human Spaceflight,Lunar Transfer,Moon Surface,4730,1,190.8,,,13.2,Success,180.0,5,0,134.4
M000135,1965-04-13,1965,1960s,Soviet Union,Sputnik/R-7,OKB-1,28,500,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Human Spaceflight,ISS Docking,ISS,500,1,26.1,390.0,358.0,51.6,Success,180.0,3,0,79.4
M000136,1965-03-21,1965,1960s,United States,Falcon 9,SpaceX,70,22800,1,Active,Rocket Lab LC-2,USA,37.85,-75.49,Military/Reconnaissance,SSO,SSO,1812,1,106.1,647.0,641.0,97.4,Success,,0,0,69.2
M000137,1965-03-02,1965,1960s,Soviet Union,Soyuz-U,TsSKB-Progress,46,7080,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Science/Astronomy,LEO,HEO,558,1,18.0,415.0,321.0,84.3,Success,,0,0,84.3
M000138,1965-02-16,1965,1960s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Weather/Meteorology,GEO,GEO,7877,1,252.1,35786.0,35702.0,0.0,Success,,0,0,51.3
M000139,1965-10-02,1965,1960s,United States,Titan IV,USAF,62,21680,0,Retired,Cape Canaveral LC-41,USA,28.58,-80.58,Military/Reconnaissance,GEO,GEO,9775,1,490.2,35786.0,35726.0,0.0,Success,,0,0,170.1
M000140,1965-09-06,1965,1960s,United States,Titan II,USAF,31,3175,0,Retired,Cape Canaveral LC-41,USA,28.58,-80.58,Technology Demo,LEO,LEO,3175,1,109.1,577.0,490.0,70.1,Success,,0,0,125.2
M000141,1965-06-24,1965,1960s,Soviet Union,Soyuz-U,TsSKB-Progress,46,7080,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Weather/Meteorology,SSO,SSO,1446,1,64.9,788.0,767.0,98.7,Success,,0,0,92.4
M000142,1965-12-07,1965,1960s,United States,New Glenn,Blue Origin,98,45000,1,Active,Kennedy Space Center LC-39B,USA,28.62,-80.62,Science/Astronomy,LEO,L2 Halo,3797,1,96.7,354.0,342.0,81.3,Success,,0,0,197.2
M000143,1965-02-01,1965,1960s,United States,Starship,SpaceX,120,150000,1,Active,Rocket Lab LC-2,USA,37.85,-75.49,Human Spaceflight,LEO,LEO,6114,1,207.0,355.0,206.0,62.3,Success,14.0,6,0,83.2
M000144,1965-10-11,1965,1960s,United States,Space Shuttle,NASA,56,27500,1,Retired,Cape Canaveral LC-40,USA,28.56,-80.58,Weather/Meteorology,SSO,SSO,2389,1,138.2,774.0,748.0,98.0,Success,,0,0,163.1
M000145,1965-09-05,1965,1960s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Science/Astronomy,LEO,L2 Halo,1370,1,56.2,538.0,350.0,81.7,Success,,0,0,55.3
M000146,1965-06-11,1965,1960s,United States,Delta IV Heavy,ULA,72,28790,0,Retired,Kennedy Space Center LC-39B,USA,28.62,-80.62,Technology Demo,LEO,LEO,1058,2,54.5,475.0,404.0,45.9,Success,,0,0,195.3
M000147,1965-06-30,1965,1960s,Soviet Union,Sputnik/R-7,OKB-1,28,500,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Military/Reconnaissance,GEO,GEO,500,1,29.8,35786.0,35635.0,0.0,Success,,0,0,68.5
M000148,1965-10-02,1965,1960s,United States,Atlas V,ULA,59,18850,0,Retired,Rocket Lab LC-2,USA,37.85,-75.49,Human Spaceflight,Lunar Transfer,Lunar Orbit,7407,1,261.2,,,79.0,Success,180.0,2,0,268.9
M000149,1965-01-20,1965,1960s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Science/Astronomy,LEO,HEO,2719,1,74.1,516.0,390.0,57.3,Partial Failure,,0,0,184.4
M000150,1965-01-07,1965,1960s,United States,Falcon Heavy,SpaceX,70,63800,1,Active,Cape Canaveral LC-41,USA,28.58,-80.58,Science/Astronomy,LEO,LEO,9332,1,294.1,582.0,269.0,63.3,Success,,0,0,149.4
M000151,1965-12-09,1965,1960s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Military/Reconnaissance,SSO,SSO,757,1,29.6,598.0,584.0,97.9,Success,,0,0,65.2
M000152,1965-08-22,1965,1960s,United States,Delta IV Heavy,ULA,72,28790,0,Retired,Cape Canaveral LC-40,USA,28.56,-80.58,Technology Demo,LEO,LEO,6439,1,277.4,534.0,292.0,34.1,Success,,0,0,263.3
M000153,1965-08-09,1965,1960s,United States,Titan IV,USAF,62,21680,0,Retired,Cape Canaveral LC-40,USA,28.56,-80.58,Military/Reconnaissance,GEO,GEO,1066,1,52.0,35786.0,35689.0,0.0,Partial Failure,,0,0,85.2
M000154,1965-08-15,1965,1960s,United States,Delta IV Heavy,ULA,72,28790,0,Retired,SpaceX Starbase,USA,25.99,-97.16,Science/Astronomy,LEO,HEO,4169,1,147.2,637.0,280.0,94.4,Success,,0,0,296.1
M000155,1965-08-03,1965,1960s,Soviet Union,Vostok,OKB-1,38,4730,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Military/Reconnaissance,LEO,LEO,4730,1,228.3,358.0,200.0,31.0,Success,,0,0,153.4
M000156,1965-03-23,1965,1960s,United States,Falcon Heavy,SpaceX,70,63800,1,Active,SpaceX Starbase,USA,25.99,-97.16,Military/Reconnaissance,SSO,SSO,626,1,31.7,503.0,495.0,98.2,Success,,0,0,95.1
M000157,1965-01-29,1965,1960s,Soviet Union,Soyuz-U,TsSKB-Progress,46,7080,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Military/Reconnaissance,LEO,LEO,5287,1,135.8,521.0,348.0,39.5,Success,,0,0,109.2
M000158,1965-11-01,1965,1960s,United States,Atlas V,ULA,59,18850,0,Retired,Cape Canaveral LC-39A,USA,28.61,-80.6,Technology Demo,LEO,LEO,849,1,43.7,424.0,265.0,38.8,Success,,0,0,289.8
M000159,1965-05-26,1965,1960s,United States,Titan II,USAF,31,3175,0,Retired,Cape Canaveral LC-41,USA,28.58,-80.58,Science/Astronomy,LEO,HEO,2900,3,143.0,356.0,269.0,88.6,Success,,0,0,175.2
M000160,1965-11-27,1965,1960s,Soviet Union,Vostok,OKB-1,38,4730,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Military/Reconnaissance,LEO,LEO,1214,1,38.2,457.0,424.0,83.5,Success,,0,0,154.0
M000161,1965-09-08,1965,1960s,United States,Electron,Rocket Lab,18,300,1,Active,Cape Canaveral LC-41,USA,28.58,-80.58,Military/Reconnaissance,LEO,LEO,300,1,12.2,434.0,204.0,66.6,Launch Failure,,0,0,7.3
M000162,1965-02-15,1965,1960s,Soviet Union,Sputnik/R-7,OKB-1,28,500,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Human Spaceflight,Lunar Transfer,Moon Surface,500,1,23.9,,,64.2,Success,90.0,1,0,193.6
M000163,1965-01-20,1965,1960s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Science/Astronomy,LEO,LEO,2183,1,115.2,638.0,413.0,73.9,Success,,0,0,88.0
M000164,1966-05-10,1966,1960s,Soviet Union,Soyuz-U,TsSKB-Progress,46,7080,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Science/Astronomy,LEO,LEO,839,1,42.6,379.0,200.0,61.1,Success,,0,0,185.9
M000165,1966-11-15,1966,1960s,Soviet Union,Sputnik/R-7,OKB-1,28,500,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Military/Reconnaissance,SSO,SSO,500,1,18.5,492.0,468.0,98.6,Success,,0,0,55.6
M000166,1966-05-29,1966,1960s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Technology Demo,LEO,LEO,569,1,22.7,647.0,256.0,91.5,Success,,0,0,117.6
M000167,1966-11-23,1966,1960s,United States,Electron,Rocket Lab,18,300,1,Active,Rocket Lab LC-2,USA,37.85,-75.49,Technology Demo,LEO,LEO,300,1,10.8,511.0,493.0,73.8,Success,,0,0,7.8
M000168,1966-09-20,1966,1960s,Soviet Union,Vostok,OKB-1,38,4730,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Military/Reconnaissance,SSO,SSO,908,1,52.5,558.0,556.0,98.6,Success,,0,0,86.6
M000169,1966-08-15,1966,1960s,Soviet Union,Vostok,OKB-1,38,4730,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Military/Reconnaissance,LEO,LEO,569,1,15.5,428.0,245.0,28.2,Success,,0,0,177.2
M000170,1966-08-09,1966,1960s,Soviet Union,Soyuz-U,TsSKB-Progress,46,7080,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Technology Demo,LEO,LEO,1966,1,79.4,627.0,591.0,97.2,Success,,0,0,112.9
M000171,1966-07-16,1966,1960s,Soviet Union,Soyuz-U,TsSKB-Progress,46,7080,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Military/Reconnaissance,LEO,LEO,1079,1,63.3,628.0,376.0,91.7,Launch Failure,,0,0,70.2
M000172,1966-12-21,1966,1960s,United States,Atlas V,ULA,59,18850,0,Retired,Kennedy Space Center LC-39B,USA,28.62,-80.62,Military/Reconnaissance,GEO,GEO,1061,1,52.6,35786.0,35730.0,0.0,Success,,0,0,249.8
M000173,1966-11-14,1966,1960s,Soviet Union,Soyuz-U,TsSKB-Progress,46,7080,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Human Spaceflight,Lunar Transfer,Moon Surface,7080,1,391.3,,,71.9,Success,3.0,3,0,99.4
M000174,1966-05-20,1966,1960s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Military/Reconnaissance,SSO,SSO,1678,1,94.2,492.0,476.0,98.2,Partial Failure,,0,0,151.6
M000175,1966-05-09,1966,1960s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Weather/Meteorology,LEO,LEO,789,1,36.7,427.0,379.0,60.2,Launch Failure,,0,0,76.3
M000176,1966-01-08,1966,1960s,Soviet Union,Soyuz-U,TsSKB-Progress,46,7080,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Human Spaceflight,ISS Docking,ISS,4587,1,237.3,486.0,434.0,51.6,Success,3.0,3,0,150.1
M000177,1966-04-20,1966,1960s,United States,Titan II,USAF,31,3175,0,Retired,Vandenberg SLC-4,USA,34.74,-120.57,Communications/Telecom,GEO,GEO,2594,1,121.2,35786.0,35706.0,0.0,Success,,0,0,94.0
M000178,1966-06-13,1966,1960s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Technology Demo,LEO,LEO,3068,1,154.3,546.0,378.0,69.9,Success,,0,0,174.5
M000179,1966-06-07,1966,1960s,United States,Neutron,Rocket Lab,40,13000,1,Active,Vandenberg SLC-4,USA,34.74,-120.57,Military/Reconnaissance,SSO,SSO,4032,1,232.7,778.0,764.0,98.2,Success,,0,0,83.3
M000180,1966-04-12,1966,1960s,United States,Titan IV,USAF,62,21680,0,Retired,Rocket Lab LC-2,USA,37.85,-75.49,Military/Reconnaissance,LEO,LEO,1924,1,75.6,458.0,431.0,33.8,Success,,0,0,115.1
M000181,1966-05-31,1966,1960s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Human Spaceflight,Lunar Transfer,Moon Surface,10573,1,615.6,,,84.0,Success,90.0,3,0,187.7
M000182,1966-08-26,1966,1960s,Soviet Union,Sputnik/R-7,OKB-1,28,500,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Technology Demo,LEO,LEO,500,1,13.0,421.0,324.0,84.5,Success,,0,0,139.4
M000183,1966-02-11,1966,1960s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Military/Reconnaissance,LEO,LEO,3606,1,212.6,506.0,419.0,66.1,Success,,0,0,170.8
M000184,1966-01-22,1966,1960s,Soviet Union,Sputnik/R-7,OKB-1,28,500,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Science/Astronomy,LEO,HEO,500,1,22.4,433.0,394.0,64.4,Success,,0,0,85.0
M000185,1966-03-20,1966,1960s,United States,Atlas V,ULA,59,18850,0,Retired,SpaceX Starbase,USA,25.99,-97.16,Military/Reconnaissance,SSO,SSO,743,1,40.0,678.0,662.0,98.5,Success,,0,0,209.3
M000186,1966-06-06,1966,1960s,United States,Titan IV,USAF,62,21680,0,Retired,Cape Canaveral LC-40,USA,28.56,-80.58,Military/Reconnaissance,LEO,LEO,410,1,12.4,605.0,523.0,96.4,Partial Failure,,0,0,69.3
M000187,1966-08-08,1966,1960s,Soviet Union,Soyuz-U,TsSKB-Progress,46,7080,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Communications/Telecom,GEO,GEO,2829,1,125.0,35786.0,35668.0,0.0,Success,,0,0,177.1
M000188,1966-06-27,1966,1960s,United States,Starship,SpaceX,120,150000,1,Active,Rocket Lab LC-2,USA,37.85,-75.49,Technology Demo,LEO,LEO,994,1,51.2,578.0,415.0,77.1,Success,,0,0,57.9
M000189,1966-01-25,1966,1960s,United States,Titan IV,USAF,62,21680,0,Retired,SpaceX Starbase,USA,25.99,-97.16,Human Spaceflight,Lunar Transfer,Moon Surface,8033,1,364.5,,,50.6,Success,365.0,2,0,133.9
M000190,1966-03-17,1966,1960s,United States,Neutron,Rocket Lab,40,13000,1,Active,Kennedy Space Center LC-39B,USA,28.62,-80.62,Technology Demo,LEO,LEO,904,1,48.2,530.0,308.0,85.5,Success,,0,0,100.4
M000191,1966-05-23,1966,1960s,Soviet Union,Sputnik/R-7,OKB-1,28,500,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Human Spaceflight,LEO,LEO,500,1,13.2,593.0,290.0,38.5,Success,90.0,3,0,160.1
M000192,1966-10-16,1966,1960s,Soviet Union,Sputnik/R-7,OKB-1,28,500,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Military/Reconnaissance,GEO,GEO,500,1,19.1,35786.0,35655.0,0.0,Success,,0,0,154.7
M000193,1966-11-26,1966,1960s,Soviet Union,Sputnik/R-7,OKB-1,28,500,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Human Spaceflight,ISS Docking,ISS,500,1,22.4,596.0,232.0,51.5,Success,90.0,4,0,193.2
M000194,1966-11-15,1966,1960s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Military/Reconnaissance,SSO,SSO,9403,1,335.9,675.0,651.0,97.7,Success,,0,0,64.6
M000195,1966-05-11,1966,1960s,United States,Neutron,Rocket Lab,40,13000,1,Active,Blue Origin Launch Site One,USA,31.42,-104.76,Human Spaceflight,Lunar Transfer,Lunar Orbit,10159,1,608.2,,,49.2,Success,1.0,5,0,76.4
M000196,1966-04-07,1966,1960s,United States,Starship,SpaceX,120,150000,1,Active,Rocket Lab LC-2,USA,37.85,-75.49,Military/Reconnaissance,LEO,LEO,1047,1,41.3,483.0,435.0,46.7,Success,,0,0,84.7
M000197,1966-10-15,1966,1960s,United States,Titan II,USAF,31,3175,0,Retired,Cape Canaveral LC-40,USA,28.56,-80.58,Science/Astronomy,LEO,LEO,3175,1,84.6,570.0,452.0,91.1,Success,,0,0,160.0
M000198,1966-06-21,1966,1960s,Soviet Union,Vostok,OKB-1,38,4730,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Weather/Meteorology,LEO,LEO,2667,1,73.8,383.0,372.0,94.1,Success,,0,0,65.7
M000199,1966-04-25,1966,1960s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Human Spaceflight,LEO,LEO,9610,1,394.0,537.0,365.0,84.9,Success,90.0,4,0,164.4
M000200,1966-06-21,1966,1960s,United States,Starship,SpaceX,120,150000,1,Active,Vandenberg SLC-4,USA,34.74,-120.57,Science/Astronomy,LEO,L2 Halo,1493,1,82.3,532.0,502.0,64.1,Success,,0,0,12.9
M000201,1966-11-17,1966,1960s,Soviet Union,Vostok,OKB-1,38,4730,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Human Spaceflight,Lunar Transfer,Lunar Orbit,4730,1,220.4,,,59.1,Success,180.0,6,0,104.1
M000202,1966-11-06,1966,1960s,United States,Starship,SpaceX,120,150000,1,Active,Cape Canaveral LC-40,USA,28.56,-80.58,Military/Reconnaissance,GEO,GEO,2495,1,144.6,35786.0,35623.0,0.0,Success,,0,0,77.7
M000203,1966-10-15,1966,1960s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Human Spaceflight,LEO,LEO,7885,1,372.6,471.0,230.0,87.0,Success,30.0,4,0,118.0
M000204,1966-08-20,1966,1960s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Military/Reconnaissance,SSO,SSO,5022,1,158.2,464.0,455.0,97.3,Success,,0,0,57.1
M000205,1966-05-22,1966,1960s,United States,Space Shuttle,NASA,56,27500,1,Retired,Kennedy Space Center LC-39B,USA,28.62,-80.62,Science/Astronomy,LEO,LEO,1605,1,63.7,559.0,375.0,36.3,Partial Failure,,0,0,72.9
M000206,1966-11-10,1966,1960s,United States,Delta IV Heavy,ULA,72,28790,0,Retired,SpaceX Starbase,USA,25.99,-97.16,Technology Demo,LEO,LEO,392,1,23.0,544.0,235.0,53.2,Partial Failure,,0,0,235.9
M000207,1966-07-01,1966,1960s,Soviet Union,Soyuz-U,TsSKB-Progress,46,7080,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Science/Astronomy,LEO,HEO,3747,1,156.7,475.0,354.0,49.5,Success,,0,0,62.6
M000208,1966-08-13,1966,1960s,Soviet Union,Vostok,OKB-1,38,4730,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Science/Astronomy,LEO,LEO,3611,1,105.5,513.0,211.0,96.7,Success,,0,0,93.1
M000209,1966-05-01,1966,1960s,United States,Delta IV Heavy,ULA,72,28790,0,Retired,Blue Origin Launch Site One,USA,31.42,-104.76,Weather/Meteorology,GEO,GEO,1659,1,43.4,35786.0,35709.0,0.0,Success,,0,0,346.9
M000210,1966-10-03,1966,1960s,Soviet Union,Soyuz-U,TsSKB-Progress,46,7080,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Science/Astronomy,LEO,LEO,3030,1,85.5,621.0,251.0,35.4,Success,,0,0,115.9
M000211,1966-07-05,1966,1960s,Soviet Union,Sputnik/R-7,OKB-1,28,500,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Human Spaceflight,LEO,LEO,500,1,21.8,593.0,349.0,84.4,Success,90.0,6,0,183.9
M000212,1966-01-27,1966,1960s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Military/Reconnaissance,LEO,LEO,189,1,9.0,473.0,274.0,65.8,Success,,0,0,186.1
M000213,1966-02-24,1966,1960s,United States,Saturn V,NASA,111,140000,0,Retired,SpaceX Starbase,USA,25.99,-97.16,Technology Demo,LEO,LEO,1127,1,42.4,602.0,562.0,73.6,Success,,0,0,185.0
M000214,1966-05-17,1966,1960s,United States,New Glenn,Blue Origin,98,45000,1,Active,Vandenberg SLC-4,USA,34.74,-120.57,Military/Reconnaissance,GEO,GEO,1042,1,37.0,35786.0,35697.0,0.0,Success,,0,0,96.2
M000215,1966-09-04,1966,1960s,Soviet Union,Sputnik/R-7,OKB-1,28,500,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Military/Reconnaissance,LEO,LEO,500,1,16.5,581.0,307.0,68.6,Mission Failure,,0,0,163.0
M000216,1966-04-15,1966,1960s,United States,Electron,Rocket Lab,18,300,1,Active,SpaceX Starbase,USA,25.99,-97.16,Human Spaceflight,ISS Docking,ISS,300,1,17.7,392.0,211.0,51.2,Success,180.0,6,0,8.2
M000217,1966-06-04,1966,1960s,Soviet Union,Vostok,OKB-1,38,4730,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Human Spaceflight,LEO,LEO,4730,1,219.8,467.0,336.0,35.7,Success,30.0,7,0,113.8
