athlete_id,name,gender,age_at_peak,country,noc_code,region,sport,sport_category,season,first_games_year,last_games_year,games_participated,gold_medals,silver_medals,bronze_medals,total_medals,world_record_holder,personal_best_rank_world,height_cm,weight_kg,bmi,training_hours_per_week,professional_athlete,doping_violation,most_recent_medal_2020plus
A000169,Pietro Sørensen,Male,30,Italy,ITA,Europe,Cycling,Cycling,Summer,2020,2020,1,0,0,1,1,0,237,185,86,25.1,26,1,0,1
A000170,Hana Smith,Female,28,Colombia,COL,South America,Biathlon Mixed Relay,Biathlon,Winter,2014,2018,2,0,2,0,2,0,20,163,54,20.3,25,1,0,0
A000171,Oliver Smith,Male,26,Russia,RUS,Europe,Cross-Country Skiing,Skiing,Winter,2022,2026,2,0,0,1,1,0,80,183,69,20.6,23,1,0,1
A000172,Matteo Weber,Male,29,Canada,CAN,North America,Hockey (Field),Team Ball,Summer,1996,2000,2,0,1,0,1,0,141,163,70,26.3,19,1,0,0
A000173,Arjun Zhang,Male,29,Spain,ESP,Europe,Breakdancing,Urban,Summer,1996,2004,3,0,1,1,2,0,25,181,75,22.9,16,1,0,0
A000174,Megan García,Female,24,Austria,AUT,Europe,Weightlifting,Strength,Summer,2012,2012,1,0,0,1,1,0,23,174,76,25.1,25,0,0,0
A000175,Wei Kumar,Female,22,Russia,RUS,Europe,Diving,Aquatics,Summer,2004,2004,1,0,0,0,0,0,414,165,72,26.4,26,1,0,0
A000176,Hana Kumar,Female,20,Mongolia,MGL,Asia,Fencing,Combat,Summer,2002,2002,1,1,0,0,1,0,256,165,57,20.9,30,1,0,0
A000177,Ingrid Tran,Female,20,Italy,ITA,Europe,Nordic Combined,Skiing,Winter,2022,2022,1,0,0,0,0,0,26,157,67,27.2,29,1,0,0
A000178,Hugo Ngozi,Male,24,Mexico,MEX,North America,Hockey (Field),Team Ball,Summer,2006,2006,1,0,0,0,0,0,3,171,75,25.6,36,0,0,0
A000179,Mia Yıldız,Female,30,Jamaica,JAM,North America,Handball,Team Ball,Summer,2010,2014,1,2,0,1,3,0,59,165,62,22.8,37,1,0,0
A000180,Lukas Zhang,Male,28,Finland,FIN,Europe,Rowing,Rowing,Summer,1994,1994,1,0,1,0,1,0,467,173,91,30.4,19,1,0,0
A000181,Naomi García,Female,17,Thailand,THA,Asia,Sport Climbing,Urban,Summer,2002,2006,1,0,0,2,2,0,437,161,55,21.2,45,1,0,0
A000182,Hugo Rossi,Male,34,Azerbaijan,AZE,Europe/Asia,Equestrian,Other,Summer,2004,2008,2,1,0,0,1,0,246,173,77,25.7,17,1,0,0
A000183,Aisha Petrov,Female,28,Brazil,BRA,South America,Hockey (Field),Team Ball,Summer,2016,2020,2,0,0,1,1,0,8,164,49,18.2,30,1,0,1
A000184,Elias Shaikh,Male,30,Czech Republic,CZE,Europe,Biathlon,Biathlon,Winter,2010,2010,1,0,0,0,0,0,412,183,75,22.4,29,1,0,0
A000185,Carlos Kumar,Male,27,India,IND,Asia,Rugby Sevens,Team Ball,Summer,2010,2010,1,0,1,0,1,0,305,179,88,27.5,25,0,0,0
A000186,Anita Ferreira,Female,23,Indonesia,INA,Asia,Sport Climbing,Urban,Summer,2022,2026,1,0,0,1,1,0,18,165,56,20.6,25,1,0,1
A000187,Chloe Lindqvist,Female,27,Germany,GER,Europe,Table Tennis,Racquet,Summer,1992,1992,1,0,0,1,1,0,13,163,86,32.4,18,1,0,0
A000188,Noa Smith,Male,17,Hungary,HUN,Europe,Skeleton,Sliding,Winter,1992,1996,1,0,1,1,2,0,1,186,85,24.6,34,1,0,0
A000189,Hugo Patel,Male,22,Finland,FIN,Europe,Wrestling,Combat,Summer,1996,2000,2,0,2,0,2,0,251,181,58,17.7,37,1,0,0
A000190,Takumi Kumar,Male,31,Sweden,SWE,Europe,Badminton,Racquet,Summer,2004,2004,1,0,0,0,0,0,196,175,71,23.2,26,1,0,0
A000191,Aisha Tran,Female,27,Azerbaijan,AZE,Europe/Asia,Skateboarding,Urban,Summer,2004,2004,1,0,0,0,0,0,29,157,60,24.3,30,1,0,0
A000192,Erik Johnson,Male,31,New Zealand,NZL,Oceania,Skeleton,Sliding,Winter,1998,1998,1,0,0,0,0,0,116,185,72,21.0,12,0,0,0
A000193,Aisha Ngozi,Female,26,Hungary,HUN,Europe,Volleyball,Team Ball,Summer,1994,1994,1,1,0,1,2,0,458,156,71,29.2,31,1,0,0
A000194,Léa Ngozi,Female,25,Spain,ESP,Europe,Canoe/Kayak,Water,Summer,2008,2012,2,2,0,1,3,0,101,173,71,23.7,12,1,0,0
A000195,Valentina Shaikh,Female,25,Japan,JPN,Asia,Bobsled,Sliding,Winter,1992,2000,2,0,1,0,1,0,115,176,62,20.0,34,1,0,0
A000196,Oliver Ali,Male,26,Azerbaijan,AZE,Europe/Asia,Diving,Aquatics,Summer,2018,2018,1,0,1,0,1,0,85,172,81,27.4,26,0,0,0
A000197,Astrid Ngozi,Female,27,Denmark,DEN,Europe,Taekwondo,Combat,Summer,2000,2000,1,0,0,0,0,0,184,170,49,17.0,33,1,0,0
A000198,Yuki Ngozi,Female,28,Azerbaijan,AZE,Europe/Asia,Surfing,Other,Summer,2020,2026,2,0,1,3,4,0,163,163,69,26.0,35,1,0,1
A000199,Hana Adenike,Female,24,Latvia,LAT,Europe,Handball,Team Ball,Summer,2006,2010,1,0,0,0,0,0,65,170,66,22.8,34,1,0,0
A000200,Hugo Müller,Male,22,Morocco,MAR,Africa,Short Track,Skating,Winter,2000,2004,1,1,0,0,1,0,130,171,93,31.8,16,0,0,0
A000201,Yuki Ferreira,Female,31,Denmark,DEN,Europe,Freestyle Skiing,Skiing,Winter,2014,2014,1,0,1,0,1,0,5,168,62,22.0,37,0,0,0
A000202,Omar Smith,Male,26,Lithuania,LTU,Europe,Pentathlon,Multi,Summer,1996,1996,1,0,0,0,0,0,2,174,81,26.8,19,0,0,0
A000203,Carlos García,Male,27,Slovakia,SVK,Europe,Canoe/Kayak,Water,Summer,2000,2008,3,0,1,0,1,0,197,177,79,25.2,26,1,0,0
A000204,Yuna Hansen,Female,28,Kenya,KEN,Africa,Luge,Sliding,Winter,2016,2024,2,1,0,0,1,0,115,160,57,22.3,23,1,0,1
A000205,Megan Lindqvist,Female,29,Ukraine,UKR,Europe,Volleyball,Team Ball,Summer,1994,1994,1,0,0,1,1,0,55,173,74,24.7,32,0,0,0
A000206,Arjun Kim,Male,21,Czech Republic,CZE,Europe,Volleyball,Team Ball,Summer,2020,2024,2,0,2,0,2,0,264,171,84,28.7,37,1,0,1
A000207,Liam Tran,Male,16,Jamaica,JAM,North America,Figure Skating,Skating,Winter,2014,2026,4,1,2,1,4,0,236,168,68,24.1,35,1,0,1
A000208,Arjun Silva,Male,24,Japan,JPN,Asia,Ski Jumping,Skiing,Winter,1994,2006,4,2,1,1,4,0,1,186,84,24.3,50,1,0,0
A000209,Anita Kim,Female,25,Bahrain,BRN,Asia,Football/Soccer,Team Ball,Summer,2002,2006,1,0,1,1,2,0,62,150,62,27.6,16,1,0,0
A000210,Alinta Yıldız,Female,28,South Korea,KOR,Asia,Archery,Target,Summer,2012,2016,2,0,0,1,1,0,415,170,65,22.5,17,0,0,0
A000211,Astrid Petrov,Female,25,Philippines,PHI,Asia,Table Tennis,Racquet,Summer,1994,1994,1,0,0,0,0,0,82,172,60,20.3,12,0,0,0
A000212,James Björk,Male,33,United States,USA,North America,Equestrian,Other,Summer,2018,2022,1,0,0,1,1,0,2,175,88,28.7,33,1,0,1
A000213,Erik Nakamura,Male,20,Thailand,THA,Asia,Taekwondo,Combat,Summer,1996,2008,4,0,2,0,2,0,125,185,75,21.9,25,1,0,0
A000214,Jana Ferreira,Female,21,Jamaica,JAM,North America,Skeleton,Sliding,Winter,1996,2004,2,0,0,1,1,0,57,166,51,18.5,19,1,0,0
A000215,Liam Smith,Male,30,Slovakia,SVK,Europe,Breakdancing,Urban,Summer,2022,2026,1,0,0,1,1,0,348,177,79,25.2,28,0,0,1
A000216,Jana Hernández,Female,28,Cuba,CUB,North America,Football/Soccer,Team Ball,Summer,2012,2020,3,0,1,1,2,0,237,161,52,20.1,27,1,0,1
A000217,Megan García,Female,28,Canada,CAN,North America,Ice Hockey,Ice Sports,Winter,1998,1998,1,0,0,0,0,0,128,164,56,20.8,30,1,0,0
A000218,Olivia Ali,Female,23,Slovenia,SLO,Europe,Handball,Team Ball,Summer,1996,2004,3,3,4,2,9,0,145,167,61,21.9,22,1,0,0
A000219,Ingrid Yıldız,Female,27,Turkey,TUR,Europe/Asia,Rowing,Rowing,Summer,2006,2006,1,0,0,0,0,0,375,177,57,18.2,35,1,0,0
A000220,Leon Müller,Male,20,Georgia,GEO,Europe/Asia,Tennis,Racquet,Summer,2006,2014,2,0,1,0,1,0,65,184,84,24.8,38,1,0,0
A000221,Megan Johnson,Female,26,Croatia,CRO,Europe,Wrestling,Combat,Summer,2000,2004,2,1,1,0,2,0,3,174,57,18.8,33,1,0,0
A000222,Priya Smith,Female,25,South Korea,KOR,Asia,Hockey (Field),Team Ball,Summer,2018,2026,2,1,0,2,3,0,83,172,45,15.2,27,1,0,1
A000223,Megan Yıldız,Female,24,Spain,ESP,Europe,Alpine Skiing,Skiing,Winter,2004,2004,1,0,2,1,3,0,36,159,63,24.9,34,1,0,0
A000224,Kai Hansen,Male,34,Belarus,BLR,Europe,Hockey (Field),Team Ball,Summer,2014,2026,3,3,0,1,4,0,438,189,77,21.6,39,1,0,1
A000225,Wei Ngozi,Male,26,Dominican Republic,DOM,North America,Breakdancing,Urban,Summer,2014,2014,1,0,0,1,1,0,50,184,85,25.1,34,1,0,0
A000226,Alinta Dubois,Female,26,Belgium,BEL,Europe,Skateboarding,Urban,Summer,1998,2002,1,1,0,0,1,0,30,169,65,22.8,36,0,0,0
A000227,Omar Tran,Male,26,Germany,GER,Europe,Ice Hockey,Ice Sports,Winter,1996,2000,1,0,0,0,0,0,24,184,71,21.0,23,1,0,0
A000228,Emma Zhang,Female,26,Mongolia,MGL,Asia,Boxing,Combat,Summer,1992,1996,2,2,0,1,3,1,409,162,65,24.8,22,1,0,0
A000229,Hassan Rossi,Male,27,Japan,JPN,Asia,Archery,Target,Summer,2022,2026,1,0,0,0,0,0,413,175,58,18.9,33,1,0,0
A000230,Jakub Shaikh,Male,26,Lithuania,LTU,Europe,Badminton,Racquet,Summer,2012,2016,2,1,2,1,4,0,210,173,93,31.1,25,1,0,0
A000231,Valentina Smith,Female,25,Estonia,EST,Europe,Biathlon Mixed Relay,Biathlon,Winter,2004,2012,2,2,1,0,3,0,462,154,56,23.6,27,1,0,0
A000232,Fatima Okonkwo,Female,18,Romania,ROU,Europe,Short Track,Skating,Winter,2008,2016,2,1,4,1,6,0,19,164,77,28.6,14,1,0,0
A000233,Elias Johnson,Male,27,Finland,FIN,Europe,Fencing,Combat,Summer,1992,1996,2,0,0,0,0,0,90,175,78,25.5,35,1,0,0
A000234,Astrid Kumar,Female,27,Brazil,BRA,South America,Ice Hockey,Ice Sports,Winter,2016,2024,2,2,0,0,2,0,57,178,91,28.7,27,1,0,1
A000235,Yuna Adenike,Female,28,Mexico,MEX,North America,Boxing,Combat,Summer,2018,2022,1,0,0,0,0,0,201,159,68,26.9,29,0,0,0
A000236,Lukas Björk,Male,31,Romania,ROU,Europe,Biathlon,Biathlon,Winter,2018,2018,1,1,0,0,1,0,25,174,81,26.8,29,1,0,0
A000237,Adaeze Kumar,Female,20,Turkey,TUR,Europe/Asia,Fencing,Combat,Summer,1998,2006,2,1,0,0,1,0,290,154,54,22.8,19,1,0,0
A000238,Elias Kim,Male,29,Armenia,ARM,Europe/Asia,Canoe/Kayak,Water,Summer,1992,2000,3,1,0,0,1,0,144,178,67,21.1,30,0,0,0
A000239,Léa Shaikh,Female,29,Cuba,CUB,North America,Water Polo,Aquatics,Summer,1992,1992,1,0,0,0,0,0,291,164,54,20.1,27,1,0,0
A000240,Noa Zhang,Male,30,Japan,JPN,Asia,Hockey (Field),Team Ball,Summer,1996,2000,2,0,0,0,0,0,189,165,75,27.5,25,1,0,0
A000241,Sipho Hernández,Male,21,Turkey,TUR,Europe/Asia,Luge,Sliding,Winter,2002,2014,4,0,1,1,2,0,203,172,73,24.7,31,1,0,0
A000242,Wei Smith,Female,28,Slovenia,SLO,Europe,Sport Climbing,Urban,Summer,2010,2018,2,0,0,1,1,0,59,150,59,26.2,10,0,0,0
A000243,Wei Kumar,Male,24,Austria,AUT,Europe,Cycling,Cycling,Summer,2016,2020,2,1,1,0,2,0,324,179,69,21.5,38,1,0,1
A000244,Amara Volkov,Male,23,Georgia,GEO,Europe/Asia,Rowing,Rowing,Summer,2014,2018,1,0,0,0,0,0,261,180,68,21.0,30,0,0,0
A000245,Astrid Nakamura,Female,27,India,IND,Asia,Breakdancing,Urban,Summer,1994,1998,1,1,0,0,1,0,1,168,75,26.6,33,0,0,0
A000246,Lukas Adenike,Male,27,India,IND,Asia,Wrestling,Combat,Summer,1998,1998,1,0,1,1,2,0,318,178,78,24.6,30,1,0,0
A000247,Kai Silva,Male,34,Ukraine,UKR,Europe,Skateboarding,Urban,Summer,2014,2014,1,0,0,0,0,0,415,187,80,22.9,27,0,0,0
A000248,Kai Weber,Male,41,Cuba,CUB,North America,Shooting,Shooting,Summer,1994,1994,1,0,0,0,0,0,452,185,74,21.6,35,1,0,0
A000249,Diego Kumar,Male,27,Argentina,ARG,South America,Pentathlon,Multi,Summer,1994,1998,1,0,1,0,1,0,216,178,71,22.4,22,0,0,0
A000250,Hassan Smith,Male,28,Estonia,EST,Europe,Rugby Sevens,Team Ball,Summer,2022,2026,1,1,0,0,1,0,2,166,92,33.4,31,0,0,1
A000251,Wei Weber,Male,20,Mongolia,MGL,Asia,Short Track,Skating,Winter,2012,2016,1,0,1,0,1,0,62,189,78,21.8,41,1,0,0
A000252,Elena Smith,Female,26,Japan,JPN,Asia,Snowboard,Snowboard,Winter,2016,2016,1,1,0,0,1,0,9,168,79,28.0,29,1,0,0
A000253,Leon Osei,Male,29,Mongolia,MGL,Asia,Taekwondo,Combat,Summer,2008,2020,4,1,0,2,3,0,95,172,68,23.0,22,1,0,1
A000254,Yuna Ferreira,Female,27,Croatia,CRO,Europe,Football/Soccer,Team Ball,Summer,2022,2022,1,1,0,0,1,0,5,161,57,22.0,25,0,0,1
A000255,Adrian Volkov,Male,24,Lithuania,LTU,Europe,Taekwondo,Combat,Summer,2018,2018,1,0,0,0,0,0,72,170,77,26.6,26,0,0,0
A000256,Jakub Silva,Male,27,Uzbekistan,UZB,Asia,Breakdancing,Urban,Summer,1994,1998,1,1,0,0,1,0,96,179,83,25.9,24,1,0,0
A000257,Astrid Osei,Female,32,Iran,IRI,Asia,Triathlon,Multi,Summer,1996,2004,3,1,0,1,2,0,472,169,47,16.5,31,1,0,0
A000258,Sydney Tran,Female,23,Argentina,ARG,South America,Nordic Combined,Skiing,Winter,1994,2002,3,1,1,2,4,0,251,157,48,19.5,28,1,0,0
A000259,Yuna Martínez,Female,24,Morocco,MAR,Africa,Nordic Combined,Skiing,Winter,2016,2020,1,1,0,0,1,0,204,172,76,25.7,35,0,0,1
A000260,Sven Patel,Male,28,South Korea,KOR,Asia,Volleyball,Team Ball,Summer,2002,2014,3,0,1,0,1,0,81,178,86,27.1,33,0,0,0
A000261,Chloe Zhang,Female,23,Kenya,KEN,Africa,Breakdancing,Urban,Summer,2004,2004,1,0,1,1,2,0,212,169,59,20.7,13,1,0,0
A000262,Marco Nakamura,Male,26,Philippines,PHI,Asia,Canoe/Kayak,Water,Summer,2020,2024,2,1,0,1,2,0,319,178,82,25.9,25,1,0,1
A000263,Noah Rossi,Male,30,Norway,NOR,Europe,Freestyle Skiing,Skiing,Winter,2008,2016,2,3,1,0,4,0,402,193,73,19.6,25,1,0,0
A000264,Valentina Nakamura,Female,20,Dominican Republic,DOM,North America,Archery,Target,Summer,2000,2000,1,1,0,2,3,0,16,171,63,21.5,21,1,0,0
A000265,Hassan Shaikh,Male,30,France,FRA,Europe,Sailing,Water,Summer,2006,2010,1,1,0,0,1,0,188,174,87,28.7,37,1,0,0
A000266,Yuki Kim,Male,22,Croatia,CRO,Europe,Athletics,Track & Field,Summer,2008,2016,3,0,2,0,2,0,7,181,93,28.4,20,1,0,0
A000267,Sipho Hernández,Male,23,Germany,GER,Europe,Canoe/Kayak,Water,Summer,2004,2004,1,0,1,1,2,0,156,166,87,31.6,29,1,0,0
A000268,Valentina Petrov,Female,23,Uzbekistan,UZB,Asia,Judo,Combat,Summer,2006,2006,1,0,0,0,0,0,244,162,47,17.9,19,1,0,0
A000269,Noah Ngozi,Male,25,Latvia,LAT,Europe,Ski Jumping,Skiing,Winter,2004,2008,1,1,1,0,2,0,194,173,83,27.7,38,1,0,0
A000270,Emma Ngozi,Female,30,Netherlands,NED,Europe,Handball,Team Ball,Summer,2012,2016,2,0,2,1,3,0,19,164,70,26.0,36,1,0,0
A000271,Hana Hansen,Female,29,Greece,GRE,Europe,Rugby Sevens,Team Ball,Summer,2014,2018,1,0,0,1,1,0,483,174,69,22.8,21,1,0,0
A000272,Wei Hernández,Female,18,Greece,GRE,Europe,Canoe/Kayak,Water,Summer,2010,2014,1,0,0,0,0,0,52,178,70,22.1,35,1,0,0
A000273,Zara Dubois,Female,24,Turkey,TUR,Europe/Asia,Bobsled,Sliding,Winter,2000,2004,1,0,0,0,0,0,15,167,55,19.7,30,1,0,0
A000274,Carlos Sørensen,Male,31,Indonesia,INA,Asia,Sailing,Water,Summer,2004,2004,1,0,0,0,0,0,3,189,78,21.8,32,1,0,0
A000275,Olivia Hansen,Female,31,Lithuania,LTU,Europe,Badminton,Racquet,Summer,2014,2014,1,1,0,0,1,0,3,168,49,17.4,28,1,0,0
A000276,Matteo Sørensen,Male,28,Great Britain,GBR,Europe,Badminton,Racquet,Summer,1994,1998,1,0,0,0,0,0,499,159,87,34.4,14,1,0,0
A000277,Hana Petrov,Female,28,France,FRA,Europe,Nordic Combined,Skiing,Winter,2014,2014,1,0,0,0,0,0,182,163,74,27.9,31,1,0,0
A000278,Sasha Johnson,Female,28,Italy,ITA,Europe,Volleyball,Team Ball,Summer,1998,1998,1,0,0,0,0,0,372,166,60,21.8,31,1,1,0
A000279,Chloe Dubois,Female,27,Croatia,CRO,Europe,Water Polo,Aquatics,Summer,2006,2010,1,0,1,0,1,0,149,166,60,21.8,15,0,0,0
A000280,Léa Weber,Female,27,Greece,GRE,Europe,Athletics,Track & Field,Summer,2002,2006,1,0,2,1,3,0,2,175,58,18.9,22,1,0,0
A000281,Noah Johnson,Male,30,Philippines,PHI,Asia,Skeleton,Sliding,Winter,2022,2026,2,0,0,1,1,0,5,183,81,24.2,26,0,0,1
A000282,Kai Yıldız,Male,31,Georgia,GEO,Europe/Asia,Golf,Other,Summer,1992,1992,1,0,1,0,1,0,44,170,80,27.7,41,0,0,0
A000283,Valentina Dubois,Female,32,Philippines,PHI,Asia,Handball,Team Ball,Summer,2010,2014,1,0,0,0,0,0,323,166,62,22.5,27,1,0,0
A000284,Olivia Zhang,Female,30,Iran,IRI,Asia,Hockey (Field),Team Ball,Summer,2020,2026,2,0,1,3,4,0,78,164,63,23.4,36,1,0,1
A000285,Ingrid Ferreira,Female,29,Slovenia,SLO,Europe,Surfing,Other,Summer,2008,2008,1,0,0,0,0,0,168,152,60,26.0,29,1,0,0
A000286,Fernanda Patel,Female,21,Latvia,LAT,Europe,Gymnastics,Gymnastics,Summer,2018,2022,1,0,0,0,0,0,12,160,55,21.5,32,1,0,0
A000287,Mia Weber,Female,32,France,FRA,Europe,Archery,Target,Summer,2010,2014,1,0,0,0,0,0,119,164,64,23.8,17,1,0,0
A000288,Amara Volkov,Male,34,United States,USA,North America,Shooting,Shooting,Summer,2000,2004,2,1,0,2,3,0,5,167,70,25.1,41,1,0,0
A000289,Jade Yıldız,Female,31,Denmark,DEN,Europe,Curling,Ice Sports,Winter,2000,2004,1,0,0,0,0,0,322,170,54,18.7,16,1,0,0
A000290,Emma Shaikh,Female,22,Japan,JPN,Asia,Hockey (Field),Team Ball,Summer,2016,2020,2,1,0,1,2,0,243,163,67,25.2,38,1,0,1
A000291,Astrid Johnson,Female,39,Brazil,BRA,South America,Equestrian,Other,Summer,2022,2026,1,1,0,0,1,0,16,168,48,17.0,36,0,0,1
A000292,Ingrid Rossi,Female,24,Morocco,MAR,Africa,Freestyle Skiing,Skiing,Winter,1998,1998,1,0,1,0,1,0,9,176,52,16.8,29,1,0,0
A000293,Noah Johnson,Male,29,Lithuania,LTU,Europe,Tennis,Racquet,Summer,2022,2026,1,0,0,0,0,0,84,176,70,22.6,32,1,0,0
A000294,Wei Nakamura,Female,30,North Korea,PRK,Asia,Basketball,Team Ball,Summer,1996,1996,1,0,0,0,0,0,2,200,56,14.0,31,1,0,0
A000295,Anita Smith,Female,23,Turkey,TUR,Europe/Asia,Diving,Aquatics,Summer,2016,2026,3,1,0,2,3,0,50,163,66,24.8,33,1,0,1
A000296,Elena Osei,Female,22,Australia,AUS,Oceania,Badminton,Racquet,Summer,2020,2026,2,0,1,1,2,0,149,164,71,26.4,41,1,0,1
A000297,Anita Petrov,Female,31,Finland,FIN,Europe,Wrestling,Combat,Summer,1994,2006,3,0,0,1,1,0,121,168,69,24.4,30,0,0,0
A000298,Yuki Lindqvist,Female,27,Poland,POL,Europe,Boxing,Combat,Summer,2022,2022,1,3,0,1,4,0,19,171,64,21.9,34,1,0,1
A000299,Fernanda Yıldız,Female,23,Georgia,GEO,Europe/Asia,Biathlon Mixed Relay,Biathlon,Winter,1992,1992,1,0,0,0,0,0,322,171,51,17.4,23,0,0,0
A000300,Jakub Petrov,Male,32,Lithuania,LTU,Europe,Taekwondo,Combat,Summer,1994,1998,1,0,1,0,1,0,33,174,88,29.1,23,1,0,0
A000301,Elias Weber,Male,30,Azerbaijan,AZE,Europe/Asia,Rowing,Rowing,Summer,2020,2024,2,0,1,2,3,1,7,186,87,25.1,10,1,1,1
A000302,Olivia García,Female,24,New Zealand,NZL,Oceania,Surfing,Other,Summer,2016,2024,3,1,0,1,2,0,26,155,72,30.0,23,1,0,1
A000303,Naomi García,Female,29,Netherlands,NED,Europe,Football/Soccer,Team Ball,Summer,1998,2002,1,1,1,0,2,0,25,175,66,21.6,32,1,0,0
A000304,Noa Patel,Male,22,Latvia,LAT,Europe,Skateboarding,Urban,Summer,2018,2018,1,3,0,0,3,0,152,177,72,23.0,30,1,0,0
A000305,Anita Ferreira,Female,21,Sweden,SWE,Europe,Snowboard,Snowboard,Winter,2010,2010,1,0,0,0,0,0,131,173,73,24.4,26,1,0,0
A000306,Adaeze Weber,Female,36,Czech Republic,CZE,Europe,Shooting,Shooting,Summer,2002,2014,3,2,1,0,3,0,25,163,78,29.4,25,1,0,0
A000307,Ingrid Dubois,Female,33,Switzerland,SUI,Europe,Shooting,Shooting,Summer,2018,2022,1,0,0,1,1,0,22,159,65,25.7,12,1,0,1
A000308,Jakub Volkov,Male,27,Georgia,GEO,Europe/Asia,Speed Skating,Skating,Winter,1998,2002,2,0,1,1,2,0,18,172,79,26.7,36,1,0,0
A000309,Anita Kumar,Female,27,Estonia,EST,Europe,Fencing,Combat,Summer,2020,2020,1,0,0,0,0,0,68,163,75,28.2,28,0,0,0
A000310,Fatima Kumar,Female,27,New Zealand,NZL,Oceania,Golf,Other,Summer,2000,2008,3,0,1,3,4,0,379,171,65,22.2,22,1,0,0
A000311,Jana Martínez,Female,30,Switzerland,SUI,Europe,Golf,Other,Summer,2008,2012,2,1,1,1,3,0,8,159,68,26.9,25,1,0,0
A000312,Pietro Hansen,Male,25,Norway,NOR,Europe,Cross-Country Skiing,Skiing,Winter,2000,2000,1,0,0,0,0,0,179,163,75,28.2,25,1,1,0
A000313,Anita Kim,Female,29,Uzbekistan,UZB,Asia,Football/Soccer,Team Ball,Summer,2012,2024,4,2,2,1,5,0,82,172,69,23.3,34,1,0,1
A000314,Wei Lindqvist,Female,22,Belarus,BLR,Europe,Surfing,Other,Summer,2006,2006,1,0,0,0,0,0,107,157,58,23.5,23,1,0,0
A000315,Fernanda Volkov,Female,26,Italy,ITA,Europe,Figure Skating,Skating,Winter,2020,2024,1,1,0,1,2,0,90,169,76,26.6,27,1,0,1
A000316,Omar Sørensen,Male,22,Morocco,MAR,Africa,Cycling,Cycling,Summer,2008,2020,4,0,0,1,1,0,289,187,76,21.7,29,0,0,1
A000317,Jakub Johnson,Male,36,Uzbekistan,UZB,Asia,Handball,Team Ball,Summer,2004,2016,4,2,3,2,7,0,5,163,83,31.2,33,1,0,0
A000318,Valentina Yıldız,Female,27,Kazakhstan,KAZ,Asia,Breakdancing,Urban,Summer,1994,1998,1,1,0,0,1,0,463,150,47,20.9,28,0,0,0
A000319,James Zhang,Male,20,Argentina,ARG,South America,Freestyle Skiing,Skiing,Winter,2010,2022,4,1,1,0,2,0,126,175,87,28.4,30,1,0,1
A000320,Wei Yıldız,Female,34,Philippines,PHI,Asia,Skateboarding,Urban,Summer,2018,2026,2,0,0,2,2,0,369,178,71,22.4,26,1,0,1
A000321,Elena Yıldız,Female,30,Spain,ESP,Europe,Triathlon,Multi,Summer,2004,2004,1,0,0,1,1,0,222,172,54,18.3,16,1,0,0
A000322,Mia Yıldız,Female,27,Canada,CAN,North America,Triathlon,Multi,Summer,1994,2006,3,2,2,1,5,0,135,168,63,22.3,25,1,0,0
A000323,Priya Hansen,Female,31,Colombia,COL,South America,Badminton,Racquet,Summer,2016,2020,2,0,1,1,2,0,47,163,65,24.5,30,1,0,1
A000324,James Okonkwo,Male,31,Estonia,EST,Europe,Table Tennis,Racquet,Summer,1996,2004,3,1,1,3,5,1,172,187,81,23.2,39,1,0,0
A000325,Valentina Adenike,Female,25,Russia,RUS,Europe,Tennis,Racquet,Summer,2014,2026,3,2,0,2,4,0,36,163,58,21.8,46,1,0,1
A000326,Sasha Björk,Female,22,Bahrain,BRN,Asia,Basketball,Team Ball,Summer,2012,2012,1,0,0,0,0,0,435,182,104,31.4,31,0,0,0
A000327,Wei Ferreira,Female,34,North Korea,PRK,Asia,Basketball,Team Ball,Summer,2006,2010,1,0,0,2,2,0,27,189,78,21.8,16,1,0,0
A000328,Yuki Smith,Female,23,Armenia,ARM,Europe/Asia,Swimming,Aquatics,Summer,2018,2018,1,0,0,0,0,0,124,161,58,22.4,19,1,0,0
A000329,Fatima Hernández,Female,27,France,FRA,Europe,Boxing,Combat,Summer,1998,2002,1,0,0,0,0,0,158,157,63,25.6,24,1,0,0
A000330,Nia Zhang,Female,26,New Zealand,NZL,Oceania,Biathlon,Biathlon,Winter,2002,2002,1,0,0,1,1,0,372,158,64,25.6,28,1,0,0
A000331,Noah Martínez,Male,32,Austria,AUT,Europe,Nordic Combined,Skiing,Winter,2012,2016,1,1,0,0,1,0,3,189,84,23.5,44,1,0,0
A000332,Matteo Volkov,Male,29,Argentina,ARG,South America,Snowboard,Snowboard,Winter,2006,2010,2,0,0,1,1,0,18,170,64,22.1,31,0,0,0
A000333,Sasha Weber,Female,29,Netherlands,NED,Europe,Triathlon,Multi,Summer,2014,2018,1,0,0,0,0,0,115,172,70,23.7,30,1,0,0
A000334,Amara Weber,Male,27,Poland,POL,Europe,Nordic Combined,Skiing,Winter,2018,2026,3,0,0,0,0,0,9,181,85,25.9,23,1,0,0
A000335,Wei Okonkwo,Female,19,Argentina,ARG,South America,Gymnastics,Gymnastics,Summer,2006,2014,2,0,0,1,1,0,422,150,45,20.0,16,1,0,0
A000336,Nia Okonkwo,Female,36,United States,USA,North America,Equestrian,Other,Summer,2004,2008,2,1,0,0,1,0,28,174,75,24.8,26,1,0,0
A000337,Amara Sørensen,Male,25,Estonia,EST,Europe,Rugby Sevens,Team Ball,Summer,1992,1996,2,0,1,1,2,0,270,178,56,17.7,14,1,0,0
